Date Filed,Landlord Tenant,Ground,Petition Number,Street Address Number,Street Address Street,Street Address Suffix,Location 1
09/30/2010 12:00:00 AM,Landlord,Capital Improvements,L101136,3488,22nd,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
09/30/2010 12:00:00 AM,Landlord,Capital Improvements,L101137,3579,19th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/05/2010 12:00:00 AM,Landlord,Capital Improvements,L101169,875,14th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
10/08/2010 12:00:00 AM,Landlord,Capital Improvements,L101173,2629,Folsom,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/14/2010 12:00:00 AM,Landlord,Capital Improvements,L101211,70,Terra Vista,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
10/19/2010 12:00:00 AM,Landlord,Capital Improvements,L101234,1040,Baker,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
10/19/2010 12:00:00 AM,Landlord,Capital Improvements,L101235,1040,Baker,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
10/26/2010 12:00:00 AM,Landlord,Capital Improvements,L101260,876,York,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/26/2010 12:00:00 AM,Landlord,Capital Improvements,L101265,103,Crescent,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/26/2010 12:00:00 AM,Landlord,Capital Improvements,L101269,149,Leese,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/26/2010 12:00:00 AM,Landlord,Capital Improvements,L101270,1825,Polk,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
10/29/2010 12:00:00 AM,Landlord,Capital Improvements,L101323,1021,Jones,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
10/28/2010 12:00:00 AM,Landlord,Capital Improvements,L101326,2987,22nd,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
11/02/2010 12:00:00 AM,Landlord,Capital Improvements,L101349,16,Linda,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
11/15/2010 12:00:00 AM,Landlord,Capital Improvements,L101386,5235,Diamond Heights,Boulevard,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
11/18/2010 12:00:00 AM,Landlord,Capital Improvements,L101406,1856,Green,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
11/18/2010 12:00:00 AM,Landlord,Capital Improvements,L101407,1060,Pine,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
11/22/2010 12:00:00 AM,Landlord,Capital Improvements,L101422,3488,22nd,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
11/22/2010 12:00:00 AM,Landlord,Capital Improvements,L101427,735,Geary,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
11/22/2010 12:00:00 AM,Landlord,Capital Improvements,L101428,735,Geary,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
11/22/2010 12:00:00 AM,Landlord,Capital Improvements,L101429,735,Geary,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
11/29/2010 12:00:00 AM,Landlord,Capital Improvements,L101433,1868,19th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
11/29/2010 12:00:00 AM,Landlord,Capital Improvements,L101434,1611,Clay,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
11/29/2010 12:00:00 AM,Landlord,Capital Improvements,L101435,23,Liberty,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
12/06/2010 12:00:00 AM,Landlord,Capital Improvements,L101449,4130,Cesar Chavez,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
12/07/2010 12:00:00 AM,Landlord,Capital Improvements,L101460,735,Geary,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
12/09/2010 12:00:00 AM,Landlord,Capital Improvements,L101495,735,Geary,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
12/20/2010 12:00:00 AM,Landlord,Capital Improvements,L101509,3870,22nd,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
12/21/2010 12:00:00 AM,Landlord,Capital Improvements,L101510,103,Crescent,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
12/17/2010 12:00:00 AM,Landlord,Capital Improvements,L101511,103,Crescent,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
12/20/2010 12:00:00 AM,Landlord,Capital Improvements,L101524,1599,Green,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
12/29/2010 12:00:00 AM,Landlord,Capital Improvements,L101567,1359,Union,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
12/30/2010 12:00:00 AM,Landlord,Capital Improvements,L101568,784,Dolores,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
01/06/2011 12:00:00 AM,Landlord,Capital Improvements,L110001,1266,5th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
01/11/2011 12:00:00 AM,Landlord,Capital Improvements,L110030,1830,Church,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
01/14/2011 12:00:00 AM,Landlord,Capital Improvements,L110052,1034,14th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
01/21/2011 12:00:00 AM,Landlord,Capital Improvements,L110071,715,York,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
01/21/2011 12:00:00 AM,Landlord,Capital Improvements,L110072,482,Linden,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
01/21/2011 12:00:00 AM,Landlord,Capital Improvements,L110073,3932,22nd,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
01/24/2011 12:00:00 AM,Landlord,Capital Improvements,L110077,2914,Franklin,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
01/26/2011 12:00:00 AM,Landlord,Capital Improvements,L110086,3188,16th,Street,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
01/27/2011 12:00:00 AM,Landlord,Capital Improvements,L110097,577,Valencia,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/01/2011 12:00:00 AM,Landlord,Capital Improvements,L110132,835,Treat,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/01/2011 12:00:00 AM,Landlord,Capital Improvements,L110133,36,Oakwood,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/02/2011 12:00:00 AM,Landlord,Capital Improvements,L110134,1594,19th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
02/02/2011 12:00:00 AM,Landlord,Capital Improvements,L110135,3162,24th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/03/2011 12:00:00 AM,Landlord,Capital Improvements,L110136,77,Miguel,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
02/04/2011 12:00:00 AM,Landlord,Capital Improvements,L110137,860,Arguello,Boulevard,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
02/11/2011 12:00:00 AM,Landlord,Capital Improvements,L110168,4123,17th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
02/11/2011 12:00:00 AM,Landlord,Capital Improvements,L110169,4123,17th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
02/24/2011 12:00:00 AM,Landlord,Capital Improvements,L110229,816,Geary,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
02/24/2011 12:00:00 AM,Landlord,Capital Improvements,L110230,669,Ellis,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
02/24/2011 12:00:00 AM,Landlord,Capital Improvements,L110231,1347,Irving,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
02/24/2011 12:00:00 AM,Landlord,Capital Improvements,L110234,2890,California,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
02/24/2011 12:00:00 AM,Landlord,Capital Improvements,L110235,985,Church,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/28/2011 12:00:00 AM,Landlord,Capital Improvements,L110236,1243,Vallejo,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
02/28/2011 12:00:00 AM,Landlord,Capital Improvements,L110262,73,Oakwood,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/28/2011 12:00:00 AM,Landlord,Capital Improvements,L110276,1001,Noe,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
03/02/2011 12:00:00 AM,Landlord,Capital Improvements,L110285,3648,26th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
03/11/2011 12:00:00 AM,Landlord,Capital Improvements,L110315,1265,45th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
03/21/2011 12:00:00 AM,Landlord,Capital Improvements,L110403,1038,Page,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
03/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110407,2230,Bryant,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
03/23/2011 12:00:00 AM,Landlord,Capital Improvements,L110408,3737,20th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
03/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110414,1347,Irving,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
03/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110416,1426,Guerrero,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
03/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110417,240,Cumberland,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
03/30/2011 12:00:00 AM,Landlord,Capital Improvements,L110419,1945,48th,Avenue,"San Francisco, CA 94116
(37.743519999948205, -122.48607000033013)"
03/31/2011 12:00:00 AM,Landlord,Capital Improvements,L110438,53,Duncan,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
04/05/2011 12:00:00 AM,Landlord,Capital Improvements,L110457,2722,Folsom,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
04/06/2011 12:00:00 AM,Landlord,Capital Improvements,L110460,789,Carolina,Street,"San Francisco, CA 94107
(37.75719713513985, -122.39098000032658)"
04/06/2011 12:00:00 AM,Landlord,Capital Improvements,L110461,2501,Anza,Street,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
04/11/2011 12:00:00 AM,Landlord,Capital Improvements,L110496,150,Sanchez,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
04/13/2011 12:00:00 AM,Landlord,Capital Improvements,L110497,3928,22nd,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
04/20/2011 12:00:00 AM,Landlord,Capital Improvements,L110516,363,Arguello,Boulevard,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
04/20/2011 12:00:00 AM,Landlord,Capital Improvements,L110517,587,Vermont,Street,"San Francisco, CA 94107
(37.75719713513985, -122.39098000032658)"
04/22/2011 12:00:00 AM,Landlord,Capital Improvements,L110521,658,37th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
04/22/2011 12:00:00 AM,Landlord,Capital Improvements,L110524,2355,Jones,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
04/22/2011 12:00:00 AM,Landlord,Capital Improvements,L110531,2355,Jones,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
04/22/2011 12:00:00 AM,Landlord,Capital Improvements,L110535,855,Waller,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
04/26/2011 12:00:00 AM,Landlord,Capital Improvements,L110540,322,Fair Oaks,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
04/26/2011 12:00:00 AM,Landlord,Capital Improvements,L110541,3280,Mission,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
05/10/2011 12:00:00 AM,Landlord,Capital Improvements,L110611,1399,30th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
05/13/2011 12:00:00 AM,Landlord,Capital Improvements,L110616,2927,Sacramento,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
05/16/2011 12:00:00 AM,Landlord,Capital Improvements,L110617,646,Corbett,Avenue,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
05/18/2011 12:00:00 AM,Landlord,Capital Improvements,L110631,1361,South Van Ness,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
05/19/2011 12:00:00 AM,Landlord,Capital Improvements,L110638,1934,Mason,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
05/19/2011 12:00:00 AM,Landlord,Capital Improvements,L110640,1935,Clay,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
05/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110663,330,Parnassus,Avenue,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
05/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110676,1467,7th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
05/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110677,1467,7th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
05/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110684,1035,Bush,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
05/25/2011 12:00:00 AM,Landlord,Capital Improvements,L110685,335,2nd,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
05/26/2011 12:00:00 AM,Landlord,Capital Improvements,L110687,74,Retiro,Way,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
05/26/2011 12:00:00 AM,Landlord,Capital Improvements,L110688,2440,Fillmore,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
05/26/2011 12:00:00 AM,Landlord,Capital Improvements,L110689,402,Haight,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
05/27/2011 12:00:00 AM,Landlord,Capital Improvements,L110691,1338,Stevenson,Street,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
06/07/2011 12:00:00 AM,Landlord,Capital Improvements,L110711,93,Hancock,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
06/08/2011 12:00:00 AM,Landlord,Capital Improvements,L110725,230,Castro,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
06/08/2011 12:00:00 AM,Landlord,Capital Improvements,L110726,1719,Lyon,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
06/08/2011 12:00:00 AM,Landlord,Capital Improvements,L110728,1424,Jones,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
06/09/2011 12:00:00 AM,Landlord,Capital Improvements,L110730,227,Chattanooga,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
06/10/2011 12:00:00 AM,Landlord,Capital Improvements,L110734,122,Carl,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
06/10/2011 12:00:00 AM,Landlord,Capital Improvements,L110735,1909,Golden Gate,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
06/10/2011 12:00:00 AM,Landlord,Capital Improvements,L110736,1337,Page,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
06/22/2011 12:00:00 AM,Landlord,Capital Improvements,L110798,155,Turk,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
06/22/2011 12:00:00 AM,Landlord,Capital Improvements,L110801,1777,Chestnut,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
06/27/2011 12:00:00 AM,Landlord,Capital Improvements,L110804,2624,Bush,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
06/27/2011 12:00:00 AM,Landlord,Capital Improvements,L110806,2624,Bush,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
06/28/2011 12:00:00 AM,Landlord,Capital Improvements,L110810,1225,Page,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
07/01/2011 12:00:00 AM,Landlord,Capital Improvements,L110843,1455,29th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
07/01/2011 12:00:00 AM,Landlord,Capital Improvements,L110855,1390,Market,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
07/08/2011 12:00:00 AM,Landlord,Capital Improvements,L110865,587,Vermont,Street,"San Francisco, CA 94107
(37.75719713513985, -122.39098000032658)"
07/11/2011 12:00:00 AM,Landlord,Capital Improvements,L110867,840,Kirkham,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
07/21/2011 12:00:00 AM,Landlord,Capital Improvements,L110889,1390,Clay,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
07/18/2011 12:00:00 AM,Landlord,Capital Improvements,L110891,988,Potrero,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
07/18/2011 12:00:00 AM,Landlord,Capital Improvements,L110892,6350,California,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
07/28/2011 12:00:00 AM,Landlord,Capital Improvements,L110923,37,Downey,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
08/01/2011 12:00:00 AM,Landlord,Capital Improvements,L110931,789,Carolina,Street,"San Francisco, CA 94107
(37.75719713513985, -122.39098000032658)"
08/05/2011 12:00:00 AM,Landlord,Capital Improvements,L110959,743,Ashbury,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
08/12/2011 12:00:00 AM,Landlord,Capital Improvements,L110988,2503,Jones,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
08/19/2011 12:00:00 AM,Landlord,Capital Improvements,L111019,3340,San Bruno,Avenue,"San Francisco, CA 94134
(37.71874000025099, -122.4092700002102)"
08/18/2011 12:00:00 AM,Landlord,Capital Improvements,L111020,144,Sanchez,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
08/19/2011 12:00:00 AM,Landlord,Capital Improvements,L111021,1969,Grove,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
08/19/2011 12:00:00 AM,Landlord,Capital Improvements,L111022,1426,Waller,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
08/19/2011 12:00:00 AM,Landlord,Capital Improvements,L111023,2731,37th,Avenue,"San Francisco, CA 94116
(37.743519999948205, -122.48607000033013)"
08/22/2011 12:00:00 AM,Landlord,Capital Improvements,L111026,1390,Clay,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
08/22/2011 12:00:00 AM,Landlord,Capital Improvements,L111027,124,29th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/22/2011 12:00:00 AM,Landlord,Capital Improvements,L111028,124,29th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/22/2011 12:00:00 AM,Landlord,Capital Improvements,L111031,4056,26th,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
08/23/2011 12:00:00 AM,Landlord,Capital Improvements,L111032,626,Hayes,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
08/25/2011 12:00:00 AM,Landlord,Capital Improvements,L111038,480,Warren,Drive,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
08/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111049,565,Belvedere,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
08/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111050,2680,Lombard,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
08/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111051,1420,Taylor,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
08/29/2011 12:00:00 AM,Landlord,Capital Improvements,L111054,3568,18th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/29/2011 12:00:00 AM,Landlord,Capital Improvements,L111059,61,Central,Avenue,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
08/30/2011 12:00:00 AM,Landlord,Capital Improvements,L111060,4420,Irving,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
08/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111061,1534,15th,Street,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
09/02/2011 12:00:00 AM,Landlord,Capital Improvements,L111085,218,Diamond,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
09/07/2011 12:00:00 AM,Landlord,Capital Improvements,L111105,3951,20th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
09/19/2011 12:00:00 AM,Landlord,Capital Improvements,L111166,196,Downey,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/19/2011 12:00:00 AM,Landlord,Capital Improvements,L111170,196,Downey,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/23/2011 12:00:00 AM,Landlord,Capital Improvements,L111196,930,Hayes,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/23/2011 12:00:00 AM,Landlord,Capital Improvements,L111252,1467,7th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
09/27/2011 12:00:00 AM,Landlord,Capital Improvements,L111254,1212,11th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
09/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111255,1102,Mason,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
09/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111256,2450,Octavia,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
09/30/2011 12:00:00 AM,Landlord,Capital Improvements,L111265,448,26th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
09/30/2011 12:00:00 AM,Landlord,Capital Improvements,L111266,446,26th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
10/03/2011 12:00:00 AM,Landlord,Capital Improvements,L111267,125,Ellert,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/07/2011 12:00:00 AM,Landlord,Capital Improvements,L111352,1410,Taylor,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
10/11/2011 12:00:00 AM,Landlord,Capital Improvements,L111358,2636,Bryant,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/12/2011 12:00:00 AM,Landlord,Capital Improvements,L111359,660,4th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
10/12/2011 12:00:00 AM,Landlord,Capital Improvements,L111365,2406,44th,Avenue,"San Francisco, CA 94116
(37.743519999948205, -122.48607000033013)"
10/14/2011 12:00:00 AM,Landlord,Capital Improvements,L111366,2776,Golden Gate,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
10/20/2011 12:00:00 AM,Landlord,Capital Improvements,L111368,1460,South Van Ness,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/24/2011 12:00:00 AM,Landlord,Capital Improvements,L111386,122,Carl,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
10/25/2011 12:00:00 AM,Landlord,Capital Improvements,L111387,1212,Willard,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
10/25/2011 12:00:00 AM,Landlord,Capital Improvements,L111388,1212,Willard,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
10/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111425,1220,14th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
10/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111426,627,Capp,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/26/2011 12:00:00 AM,Landlord,Capital Improvements,L111427,3280,17th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/27/2011 12:00:00 AM,Landlord,Capital Improvements,L111430,1459,12th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
10/31/2011 12:00:00 AM,Landlord,Capital Improvements,L111431,1245,Hayes,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
11/01/2011 12:00:00 AM,Landlord,Capital Improvements,L111432,88,Mirabel,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
11/02/2011 12:00:00 AM,Landlord,Capital Improvements,L111435,485,Warren,Drive,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
11/02/2011 12:00:00 AM,Landlord,Capital Improvements,L111436,4321,Judah,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
11/03/2011 12:00:00 AM,Landlord,Capital Improvements,L111455,1755,Van Ness,Avenue,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
11/02/2011 12:00:00 AM,Landlord,Capital Improvements,L111483,834,Bush,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
11/07/2011 12:00:00 AM,Landlord,Capital Improvements,L111486,25,Glendale,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
11/08/2011 12:00:00 AM,Landlord,Capital Improvements,L111487,1500,McAllister,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
11/09/2011 12:00:00 AM,Landlord,Capital Improvements,L111498,72,Caselli,Avenue,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
11/10/2011 12:00:00 AM,Landlord,Capital Improvements,L111499,5235,Diamond Heights,Boulevard,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
11/10/2011 12:00:00 AM,Landlord,Capital Improvements,L111501,1125,Dolores,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
11/10/2011 12:00:00 AM,Landlord,Capital Improvements,L111502,1119,Dolores,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
11/10/2011 12:00:00 AM,Landlord,Capital Improvements,L111503,627,Capp,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
11/10/2011 12:00:00 AM,Landlord,Capital Improvements,L111504,24,Sanchez,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
11/10/2011 12:00:00 AM,Landlord,Capital Improvements,L111506,1220,14th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
11/14/2011 12:00:00 AM,Landlord,Capital Improvements,L111507,3202,Anza,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
11/16/2011 12:00:00 AM,Landlord,Capital Improvements,L111535,37,Guerrero,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
11/16/2011 12:00:00 AM,Landlord,Capital Improvements,L111546,37,Guerrero,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
11/18/2011 12:00:00 AM,Landlord,Capital Improvements,L111547,2784,Union,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
